date_entry,strike_price,put_writer_oi,put_wri_oi_prev,put_volume,put_ltp,expiry_date,nifty_spot_price
2025-05-27 13:16:05,23600,2694525,2673900,12462675,3.45,2025-05-29,24843.60
2025-05-27 13:21:05,23600,2661750,2673900,12559650,3.40,2025-05-29,24824.05
2025-05-27 13:31:04,23600,2644650,2673900,12795525,3.10,2025-05-29,24822.30
2025-05-27 13:36:05,23600,2654475,2673900,12922575,3.10,2025-05-29,24823.15
2025-05-27 13:41:05,23600,2654700,2673900,12976125,3.10,2025-05-29,24836.10
2025-05-27 13:46:05,23600,2658375,2673900,13049025,3.05,2025-05-29,24851.15
2025-05-27 15:11:05,23600,2546025,2673900,16648350,2.00,2025-05-29,24837.95
2025-05-27 15:16:05,23600,2612175,2673900,17205000,2.15,2025-05-29,24829.65
2025-05-27 15:21:05,23600,2562750,2673900,17688525,2.30,2025-05-29,24823.05
2025-05-27 15:26:05,23600,2654700,2673900,18494325,2.45,2025-05-29,24820.55
2025-05-27 15:31:05,23600,2661300,2673900,18967425,2.15,2025-05-29,24826.20
2025-05-27 15:35:05,23600,2661300,2673900,18967425,2.15,2025-05-29,24826.20
2025-05-27 15:51:05,23600,2661300,2673900,18967425,2.15,2025-05-29,24826.20
2025-05-27 16:05:05,23600,2661300,2673900,18967425,2.15,2025-05-29,24826.20
2025-05-27 16:10:06,23600,2661300,2673900,18967425,2.15,2025-05-29,24826.20
2025-05-27 16:15:05,23600,2661300,2673900,18967425,2.15,2025-05-29,24826.20
2025-05-27 16:20:05,23600,2661300,2673900,18967425,2.15,2025-05-29,24826.20
2025-05-27 16:30:05,23600,2661300,2673900,18967425,2.15,2025-05-29,24826.20
2025-05-27 16:35:05,23600,2661300,2673900,18967425,2.15,2025-05-29,24826.20
2025-05-27 16:40:04,23600,2661300,2673900,18967425,2.15,2025-05-29,24826.20
2025-05-27 11:16:05,23600,239625,134925,461925,26.70,2025-06-05,24910.30
2025-05-27 11:21:05,23600,239700,134925,479625,25.70,2025-06-05,24897.45
2025-05-27 11:26:05,23600,245325,134925,495000,23.05,2025-06-05,24984.75
2025-05-27 11:31:05,23600,243900,134925,513000,22.65,2025-06-05,25055.65
2025-05-27 11:36:05,23600,246075,134925,549450,24.05,2025-06-05,25015.85
2025-05-27 11:40:05,23600,249750,134925,568050,24.50,2025-06-05,24972.45
2025-05-27 11:46:05,23600,249825,134925,599925,25.20,2025-06-05,24964.85
2025-05-27 11:51:06,23600,247575,134925,624000,25.55,2025-06-05,24916.35
2025-05-27 11:56:06,23600,249900,134925,634875,24.30,2025-06-05,24966.25
2025-05-27 12:01:06,23600,248475,134925,655050,24.55,2025-06-05,24931.90
2025-05-27 12:06:05,23600,252600,134925,669375,24.40,2025-06-05,24955.65
2025-05-27 12:11:06,23600,253875,134925,673350,23.80,2025-06-05,24943.45
2025-05-27 12:16:05,23600,256500,134925,692550,24.15,2025-06-05,24947.20
2025-05-27 12:21:05,23600,265575,134925,713100,24.20,2025-06-05,24925.70
2025-05-27 12:26:06,23600,273375,134925,733500,26.55,2025-06-05,24889.60
2025-05-27 12:31:05,23600,278550,134925,754425,30.15,2025-06-05,24820.80
